title,department,center,teacher,start_date,end_date,min_cost,max_cost,days,course_link
تخصصی فست فود,تشریفات و گردشگری,البرز,مشخص نشده,شنبه ۲۹ فروردین ۱۴۰۵,شنبه ۱۲ اردیبهشت ۱۴۰۵,"۸۰,۸۰۰,۰۰۰","۸۰,۸۰۰,۰۰۰",شنبه ساعت ۱۴:۰۰ تا ۱۸:۰۰,https://mftplus.com/lesson/4241/تخصصی-فست-فود
بلندر-مقدماتی,هنر و سینما,البرز,مشخص نشده,شنبه ۲۹ فروردین ۱۴۰۵,چهارشنبه ۲۳ اردیبهشت ۱۴۰۵,"۵۷,۳۰۰,۰۰۰","۵۷,۳۰۰,۰۰۰",شنبه ساعت ۱۷:۰۰ تا ۲۱:۰۰ | چهارشنبه ساعت ۱۷:۰۰ تا ۲۱:۰۰,https://mftplus.com/lesson/6017/بلندر-مقدماتی
الگوسازی به روش مولر پیشرفته,فناوری مد و پوشاک,البرز,مشخص نشده,شنبه ۲۹ فروردین ۱۴۰۵,شنبه ۲ خرداد ۱۴۰۵,"۶۸,۰۰۰,۰۰۰","۶۸,۰۰۰,۰۰۰",شنبه ساعت ۱۳:۰۰ تا ۱۷:۰۰ | چهارشنبه ساعت ۱۳:۰۰ تا ۱۷:۰۰,https://mftplus.com/lesson/5764/الگوسازی-به-روش-مولر-پیشرفته
دوره تخصصی Tech Pach,فناوری مد و پوشاک,البرز,مشخص نشده,شنبه ۲۹ فروردین ۱۴۰۵,چهارشنبه ۲۳ اردیبهشت ۱۴۰۵,"۸۴,۰۰۰,۰۰۰","۸۴,۰۰۰,۰۰۰",شنبه ساعت ۱۳:۰۰ تا ۱۷:۰۰ | چهارشنبه ساعت ۱۳:۰۰ تا ۱۷:۰۰,https://mftplus.com/lesson/6113/دوره-تخصصی-Tech-Pach
نازکدوزی زنانه,فناوری مد و پوشاک,البرز,مشخص نشده,شنبه ۲۹ فروردین ۱۴۰۵,چهارشنبه ۱۴ مرداد ۱۴۰۵,"۱۳۱,۰۰۰,۰۰۰","۱۳۱,۰۰۰,۰۰۰",شنبه ساعت ۰۹:۰۰ تا ۱۳:۰۰ | چهارشنبه ساعت ۰۹:۰۰ تا ۱۳:۰۰,https://mftplus.com/lesson/411414164/نازکدوزی-زنانه
دوره جامع طراحی لباس,فناوری مد و پوشاک,البرز,مشخص نشده,شنبه ۲۹ فروردین ۱۴۰۵,چهارشنبه ۲۲ مهر ۱۴۰۵,"۲۶۱,۰۰۰,۰۰۰","۲۶۱,۰۰۰,۰۰۰",شنبه ساعت ۰۹:۰۰ تا ۱۳:۰۰ | دوشنبه ساعت ۰۹:۰۰ تا ۱۳:۰۰ | چهارشنبه ساعت ۰۹:۰۰ تا ۱۳:۰۰,https://mftplus.com/lesson/6321/دوره-جامع-طراحی-لباس
اتوکد دوبعدی معماری,معماری,البرز,مشخص نشده,شنبه ۲۹ فروردین ۱۴۰۵,دوشنبه ۲۱ اردیبهشت ۱۴۰۵,"۷۵,۰۰۰,۰۰۰","۷۵,۰۰۰,۰۰۰",شنبه ساعت ۱۳:۰۰ تا ۱۷:۰۰ | دوشنبه ساعت ۱۳:۰۰ تا ۱۷:۰۰ | چهارشنبه ساعت ۱۳:۰۰ تا ۱۷:۰۰,https://mftplus.com/lesson/391412131/اتوکد-دوبعدی-معماری
هوش مصنوعی در ساخت تصاویرگرافیکی و ویدیو,هنر و سینما,البرز,مشخص نشده,شنبه ۲۹ فروردین ۱۴۰۵,دوشنبه ۱۴ اردیبهشت ۱۴۰۵,"۶۳,۰۰۰,۰۰۰","۶۳,۰۰۰,۰۰۰",شنبه ساعت ۱۷:۰۰ تا ۲۱:۰۰ | دوشنبه ساعت ۱۷:۰۰ تا ۲۱:۰۰ | چهارشنبه ساعت ۱۷:۰۰ تا ۲۱:۰۰,https://mftplus.com/lesson/6167/هوش-مصنوعی-در-ساخت-تصاویرگرافیکی-و-ویدیو
فتوشاپ مقدماتی تا پیشرفته,هنر و سینما,البرز,مشخص نشده,شنبه ۲۹ فروردین ۱۴۰۵,چهارشنبه ۱۳ خرداد ۱۴۰۵,"۵۶,۰۰۰,۰۰۰","۵۶,۰۰۰,۰۰۰",شنبه ساعت ۱۷:۰۰ تا ۲۱:۰۰ | چهارشنبه ساعت ۱۷:۰۰ تا ۲۱:۰۰,https://mftplus.com/lesson/4810/فتوشاپ-مقدماتی-تا-پیشرفته
Programming with Python,فناوری اطلاعات و ارتباطات,البرز,مشخص نشده,شنبه ۲۹ فروردین ۱۴۰۵,چهارشنبه ۲۰ خرداد ۱۴۰۵,"۸۸,۰۰۰,۰۰۰","۸۸,۰۰۰,۰۰۰",شنبه ساعت ۰۹:۰۰ تا ۱۳:۰۰ | چهارشنبه ساعت ۰۹:۰۰ تا ۱۳:۰۰,https://mftplus.com/lesson/5679/Programming-with-Python
"VMware vSphere Install,Configure,Manage (ICM) V8",فناوری اطلاعات و ارتباطات,البرز,مشخص نشده,شنبه ۲۹ فروردین ۱۴۰۵,چهارشنبه ۲۰ خرداد ۱۴۰۵,"۷۳,۰۰۰,۰۰۰","۷۳,۰۰۰,۰۰۰",شنبه ساعت ۱۸:۰۰ تا ۲۱:۰۰ | چهارشنبه ساعت ۱۸:۰۰ تا ۲۱:۰۰,"https://mftplus.com/lesson/6091/VMware-vSphere-Install,Configure,Manage-(ICM)-V8"
ICDL Pack 2021,فناوری اطلاعات و ارتباطات,البرز,مشخص نشده,شنبه ۲۹ فروردین ۱۴۰۵,دوشنبه ۱۵ تیر ۱۴۰۵,"۸۱,۰۰۰,۰۰۰","۸۱,۰۰۰,۰۰۰",شنبه ساعت ۱۳:۰۰ تا ۱۷:۰۰ | دوشنبه ساعت ۱۳:۰۰ تا ۱۷:۰۰ | چهارشنبه ساعت ۱۳:۰۰ تا ۱۷:۰۰,https://mftplus.com/lesson/5575/ICDL-Pack-2021
رتوش عکس در فتوشاپ,هنر و سینما,زعفرانیه,مشخص نشده,شنبه ۲۹ فروردین ۱۴۰۵,چهارشنبه ۱۳ خرداد ۱۴۰۵,"۴۷,۰۰۰,۰۰۰","۵۶,۰۰۰,۰۰۰",شنبه ساعت ۱۷:۳۰ تا ۲۱:۰۰ | چهارشنبه ساعت ۱۷:۳۰ تا ۲۱:۰۰,https://mftplus.com/lesson/431213127/رتوش-عکس-در-فتوشاپ
طراحی داشبوردهای هوش تجاری با PowerBI,فناوری اطلاعات و ارتباطات,زعفرانیه,مشخص نشده,یکشنبه ۳۰ فروردین ۱۴۰۵,یکشنبه ۲۷ اردیبهشت ۱۴۰۵,"۴۰,۰۰۰,۰۰۰","۵۰,۰۰۰,۰۰۰",یکشنبه ساعت ۱۷:۳۰ تا ۲۱:۰۰ | سه شنبه ساعت ۱۷:۳۰ تا ۲۱:۰۰,https://mftplus.com/lesson/6057/طراحی-داشبوردهای-هوش-تجاری-با-PowerBI
کارگاه جامع مدیریت سرمایه گذاری در بازار رمز ارزها (ارز دیجیتال),علوم مالی و حسابداری,زعفرانیه,مشخص نشده,یکشنبه ۳۰ فروردین ۱۴۰۵,یکشنبه ۱۴ تیر ۱۴۰۵,"۱۷۲,۹۰۰,۰۰۰","۱۷۲,۹۰۰,۰۰۰",یکشنبه ساعت ۱۷:۳۰ تا ۲۰:۳۰ | سه شنبه ساعت ۱۷:۳۰ تا ۲۰:۳۰,https://mftplus.com/lesson/4446/کارگاه-جامع-مدیریت-سرمایه-گذاری-در-بازار-رمز-ارزها-(ارز-دیجیتال)
ICDL Pack 2021,فناوری اطلاعات و ارتباطات,تهرانپارس,مریم داداشی,یکشنبه ۳۰ فروردین ۱۴۰۵,یکشنبه ۲۸ تیر ۱۴۰۵,"۸۱,۰۰۰,۰۰۰","۸۱,۰۰۰,۰۰۰",یکشنبه ساعت ۰۸:۰۰ تا ۱۳:۰۰ | سه شنبه ساعت ۰۸:۰۰ تا ۱۳:۰۰,https://mftplus.com/lesson/5575/ICDL-Pack-2021
ICDL Pack 2021,فناوری اطلاعات و ارتباطات,تهرانپارس,مریم داداشی,یکشنبه ۳۰ فروردین ۱۴۰۵,سه شنبه ۲۴ شهریور ۱۴۰۵,"۸۱,۰۰۰,۰۰۰","۸۱,۰۰۰,۰۰۰",یکشنبه ساعت ۱۴:۰۰ تا ۱۷:۰۰ | سه شنبه ساعت ۱۴:۰۰ تا ۱۷:۰۰,https://mftplus.com/lesson/5575/ICDL-Pack-2021
پکیج طراحی دکوراسیون داخلی از مقدماتی تا پیشرفته,معماری,زعفرانیه,مشخص نشده,یکشنبه ۳۰ فروردین ۱۴۰۵,سه شنبه ۳۱ فروردین ۱۴۰۶,"۵۲۹,۰۰۰,۰۰۰","۵۲۹,۰۰۰,۰۰۰",یکشنبه ساعت ۱۰:۰۰ تا ۱۴:۰۰ | سه شنبه ساعت ۱۰:۰۰ تا ۱۴:۰۰,https://mftplus.com/lesson/5999/پکیج-طراحی-دکوراسیون-داخلی-از-مقدماتی-تا-پیشرفته
طراحی معماری و دکوراسیون داخلی مقدماتی,معماری,زعفرانیه,مشخص نشده,یکشنبه ۳۰ فروردین ۱۴۰۵,سه شنبه ۲۰ مرداد ۱۴۰۵,"۱۷۱,۰۰۰,۰۰۰","۱۷۱,۰۰۰,۰۰۰",یکشنبه ساعت ۱۰:۰۰ تا ۱۴:۰۰ | سه شنبه ساعت ۱۰:۰۰ تا ۱۴:۰۰,https://mftplus.com/lesson/391212125/طراحی-معماری-و-دکوراسیون-داخلی-مقدماتی
طراحی دستی جواهرات (پیشرفته),علوم مهندسی,زعفرانیه,مشخص نشده,یکشنبه ۳۰ فروردین ۱۴۰۵,یکشنبه ۴ مرداد ۱۴۰۵,"۷۹,۰۰۰,۰۰۰","۷۹,۰۰۰,۰۰۰",یکشنبه ساعت ۱۵:۳۰ تا ۱۹:۳۰,https://mftplus.com/lesson/4590/طراحی-دستی-جواهرات-(پیشرفته)
برنامه نویسی مقدماتی با اسکرچ,کودک و نوجوان,پارک ساعی,مشخص نشده,یکشنبه ۳۰ فروردین ۱۴۰۵,سه شنبه ۲۹ اردیبهشت ۱۴۰۵,"۴۶,۲۰۰,۰۰۰","۴۶,۲۰۰,۰۰۰",یکشنبه ساعت ۱۶:۰۰ تا ۱۸:۰۰ | سه شنبه ساعت ۱۶:۰۰ تا ۱۸:۰۰,https://mftplus.com/lesson/3370/برنامه-نویسی-مقدماتی-با-اسکرچ
مقدمه ای بر الگوریتم و برنامه نویسی,فناوری اطلاعات و ارتباطات,سعادت آباد (مرکزی),آرشام حاجب,یکشنبه ۳۰ فروردین ۱۴۰۵,سه شنبه ۱۹ خرداد ۱۴۰۵,"۲۸,۰۰۰,۰۰۰","۳۳,۰۰۰,۰۰۰",یکشنبه ساعت ۱۷:۳۰ تا ۲۰:۰۰ | سه شنبه ساعت ۱۷:۳۰ تا ۲۰:۰۰,https://mftplus.com/lesson/132017130/مقدمه-ای-بر-الگوریتم-و-برنامه-نویسی
میکروفون گذاری و ضبط استودیویی,هنر و سینما,زعفرانیه,مشخص نشده,یکشنبه ۳۰ فروردین ۱۴۰۵,یکشنبه ۲۷ اردیبهشت ۱۴۰۵,"۶۳,۰۰۰,۰۰۰","۶۳,۰۰۰,۰۰۰",یکشنبه ساعت ۱۷:۳۰ تا ۲۱:۰۰ | سه شنبه ساعت ۱۷:۳۰ تا ۲۱:۰۰,https://mftplus.com/lesson/6140/میکروفون-گذاری-و-ضبط-استودیویی
دوره تخصصی صفر تا صد اصول  طراحی ویلا,معماری,بلوار کاوه(قیطریه),مشخص نشده,یکشنبه ۳۰ فروردین ۱۴۰۵,یکشنبه ۱۷ خرداد ۱۴۰۵,"۱۱۴,۰۰۰,۰۰۰","۱۱۴,۰۰۰,۰۰۰",یکشنبه ساعت ۰۹:۰۰ تا ۱۴:۰۰ | سه شنبه ساعت ۰۹:۰۰ تا ۱۴:۰۰,https://mftplus.com/lesson/4862/دوره-تخصصی-صفر-تا-صد-اصول-طراحی-ویلا
سئو و بهینه سازی موتورهای جست و جو (SEO),فناوری اطلاعات و ارتباطات,زعفرانیه,مشخص نشده,یکشنبه ۳۰ فروردین ۱۴۰۵,سه شنبه ۵ خرداد ۱۴۰۵,"۶۵,۰۰۰,۰۰۰","۸۳,۰۰۰,۰۰۰",یکشنبه ساعت ۱۷:۳۰ تا ۲۱:۰۰ | سه شنبه ساعت ۱۷:۳۰ تا ۲۱:۰۰,https://mftplus.com/lesson/5303/سئو-و-بهینه-سازی-موتورهای-جست-و-جو-(SEO)
Data Analysis with Python,فناوری اطلاعات و ارتباطات,زعفرانیه,مشخص نشده,یکشنبه ۳۰ فروردین ۱۴۰۵,سه شنبه ۲۹ اردیبهشت ۱۴۰۵,"۴۰,۰۰۰,۰۰۰","۵۰,۰۰۰,۰۰۰",یکشنبه ساعت ۱۸:۰۰ تا ۲۱:۰۰ | سه شنبه ساعت ۱۸:۰۰ تا ۲۱:۰۰,https://mftplus.com/lesson/5544/Data-Analysis-with-Python
ICDL سطح یک و دو نوجوانان,کودک و نوجوان,پارک ساعی,مشخص نشده,یکشنبه ۳۰ فروردین ۱۴۰۵,یکشنبه ۲۸ تیر ۱۴۰۵,"۸۵,۱۰۰,۰۰۰","۹۷,۴۰۰,۰۰۰",یکشنبه ساعت ۱۶:۰۰ تا ۱۹:۰۰ | سه شنبه ساعت ۱۶:۰۰ تا ۱۹:۰۰,https://mftplus.com/lesson/191412126/ICDL-سطح-یک-و-دو-نوجوانان
ICDL Pack 2021,فناوری اطلاعات و ارتباطات,زعفرانیه,مشخص نشده,یکشنبه ۳۰ فروردین ۱۴۰۵,سه شنبه ۱۰ شهریور ۱۴۰۵,"۶۳,۰۰۰,۰۰۰","۸۱,۰۰۰,۰۰۰",یکشنبه ساعت ۱۷:۳۰ تا ۲۱:۰۰ | سه شنبه ساعت ۱۷:۳۰ تا ۲۱:۰۰,https://mftplus.com/lesson/5575/ICDL-Pack-2021
ICDL 2021 Level 1,فناوری اطلاعات و ارتباطات,زعفرانیه,مشخص نشده,یکشنبه ۳۰ فروردین ۱۴۰۵,سه شنبه ۲ تیر ۱۴۰۵,"۳۸,۰۰۰,۰۰۰","۴۹,۰۰۰,۰۰۰",یکشنبه ساعت ۱۷:۳۰ تا ۲۱:۰۰ | سه شنبه ساعت ۱۷:۳۰ تا ۲۱:۰۰,https://mftplus.com/lesson/5571/ICDL-2021-Level-1
3Ds Max Beginners to Advanced & V-Ray,معماری,باملند(شمال غرب),مشخص نشده,یکشنبه ۳۰ فروردین ۱۴۰۵,یکشنبه ۲۸ تیر ۱۴۰۵,"۱۴۴,۰۰۰,۰۰۰","۱۴۴,۰۰۰,۰۰۰",یکشنبه ساعت ۱۷:۰۰ تا ۲۰:۰۰ | سه شنبه ساعت ۱۷:۰۰ تا ۲۰:۰۰,https://mftplus.com/lesson/4542/3Ds-Max-Beginners-to-Advanced-&-V-Ray
حسابداری مالی بازرگانی,علوم مالی و حسابداری,سیدخندان,مشخص نشده,یکشنبه ۳۰ فروردین ۱۴۰۵,سه شنبه ۱۲ خرداد ۱۴۰۵,"۴۳,۸۰۰,۰۰۰","۴۳,۸۰۰,۰۰۰",یکشنبه ساعت ۱۷:۳۰ تا ۲۰:۳۰ | سه شنبه ساعت ۱۷:۳۰ تا ۲۰:۳۰,https://mftplus.com/lesson/3866/حسابداری-مالی-بازرگانی
ICDL سطح یک نوجوانان,کودک و نوجوان,پارک ساعی,مشخص نشده,یکشنبه ۳۰ فروردین ۱۴۰۵,سه شنبه ۱۲ خرداد ۱۴۰۵,"۴۲,۶۰۰,۰۰۰","۴۸,۳۰۰,۰۰۰",یکشنبه ساعت ۱۶:۰۰ تا ۱۹:۰۰ | سه شنبه ساعت ۱۶:۰۰ تا ۱۹:۰۰,https://mftplus.com/lesson/3587/ICDL-سطح-یک-نوجوانان
تربیت کارشناس منابع انسانی,مدیریت و کسب و کار,البرز,مشخص نشده,یکشنبه ۳۰ فروردین ۱۴۰۵,سه شنبه ۲ تیر ۱۴۰۵,"۱۴۹,۰۰۰,۰۰۰","۱۴۹,۰۰۰,۰۰۰",یکشنبه ساعت ۱۸:۰۰ تا ۲۱:۰۰ | سه شنبه ساعت ۱۸:۰۰ تا ۲۱:۰۰,https://mftplus.com/lesson/6639/تربیت-کارشناس-منابع-انسانی
اکستنشن مژه,دانش سلامت,البرز,مشخص نشده,یکشنبه ۳۰ فروردین ۱۴۰۵,سه شنبه ۱۵ اردیبهشت ۱۴۰۵,"۶۲,۴۰۰,۰۰۰","۶۲,۴۰۰,۰۰۰",یکشنبه ساعت ۰۸:۰۰ تا ۱۱:۰۰ | سه شنبه ساعت ۰۸:۰۰ تا ۱۱:۰۰,https://mftplus.com/lesson/5115/اکستنشن-مژه
شینیون و استایل مو,دانش سلامت,البرز,مشخص نشده,یکشنبه ۳۰ فروردین ۱۴۰۵,یکشنبه ۱۱ مرداد ۱۴۰۵,"۱۰۴,۰۰۰,۰۰۰","۱۰۴,۰۰۰,۰۰۰",یکشنبه ساعت ۱۷:۰۰ تا ۱۹:۰۰,https://mftplus.com/lesson/5706/شینیون-و-استایل-مو
+Security,فناوری اطلاعات و ارتباطات,سعادت آباد (مرکزی),محمدعرفان نصیری,یکشنبه ۳۰ فروردین ۱۴۰۵,سه شنبه ۲۹ اردیبهشت ۱۴۰۵,"۲۹,۰۰۰,۰۰۰","۳۶,۰۰۰,۰۰۰",یکشنبه ساعت ۱۷:۳۰ تا ۲۰:۳۰ | سه شنبه ساعت ۱۷:۳۰ تا ۲۰:۳۰,https://mftplus.com/lesson/132117129/+Security
Security Pack,فناوری اطلاعات و ارتباطات,سعادت آباد (مرکزی),مشخص نشده,یکشنبه ۳۰ فروردین ۱۴۰۵,سه شنبه ۲۸ مهر ۱۴۰۵,"۱۶۹,۰۰۰,۰۰۰","۲۱۱,۰۰۰,۰۰۰",یکشنبه ساعت ۱۷:۳۰ تا ۲۰:۳۰ | سه شنبه ساعت ۱۷:۳۰ تا ۲۰:۳۰,https://mftplus.com/lesson/132117127/Security-Pack
گریم متعادل سازی,دانش سلامت,البرز,مشخص نشده,یکشنبه ۳۰ فروردین ۱۴۰۵,سه شنبه ۲۶ خرداد ۱۴۰۵,"۹۲,۷۰۰,۰۰۰","۹۲,۷۰۰,۰۰۰",یکشنبه ساعت ۰۹:۰۰ تا ۱۲:۰۰ | سه شنبه ساعت ۰۹:۰۰ تا ۱۲:۰۰,https://mftplus.com/lesson/341514125/گریم-متعادل-سازی
آشپزی ملل,تشریفات و گردشگری,البرز,مشخص نشده,یکشنبه ۳۰ فروردین ۱۴۰۵,یکشنبه ۳۱ خرداد ۱۴۰۵,"۲۳۴,۴۰۰,۰۰۰","۲۳۴,۴۰۰,۰۰۰",یکشنبه ساعت ۱۴:۰۰ تا ۱۸:۰۰,https://mftplus.com/lesson/4017/آشپزی-ملل
دوره تخصصی کوکی و آیسینگ,تشریفات و گردشگری,البرز,مشخص نشده,یکشنبه ۳۰ فروردین ۱۴۰۵,یکشنبه ۲۷ اردیبهشت ۱۴۰۵,"۱۰۳,۲۰۰,۰۰۰","۱۰۳,۲۰۰,۰۰۰",یکشنبه ساعت ۱۴:۰۰ تا ۱۸:۰۰,https://mftplus.com/lesson/5757/دوره-تخصصی-کوکی-و-آیسینگ
فینگرفود,تشریفات و گردشگری,البرز,مشخص نشده,یکشنبه ۳۰ فروردین ۱۴۰۵,یکشنبه ۳ خرداد ۱۴۰۵,"۸۳,۲۰۰,۰۰۰","۸۳,۲۰۰,۰۰۰",یکشنبه ساعت ۱۴:۰۰ تا ۱۸:۰۰,https://mftplus.com/lesson/3822/فینگرفود
رتوش عکس در فتوشاپ,هنر و سینما,البرز,مشخص نشده,یکشنبه ۳۰ فروردین ۱۴۰۵,سه شنبه ۵ خرداد ۱۴۰۵,"۵۶,۰۰۰,۰۰۰","۵۶,۰۰۰,۰۰۰",یکشنبه ساعت ۰۹:۰۰ تا ۱۳:۰۰ | سه شنبه ساعت ۰۹:۰۰ تا ۱۳:۰۰,https://mftplus.com/lesson/431213127/رتوش-عکس-در-فتوشاپ
3Ds Max Beginners to Advanced & V-Ray,معماری,البرز,مشخص نشده,یکشنبه ۳۰ فروردین ۱۴۰۵,یکشنبه ۷ تیر ۱۴۰۵,"۱۴۴,۰۰۰,۰۰۰","۱۴۴,۰۰۰,۰۰۰",یکشنبه ساعت ۱۷:۰۰ تا ۲۱:۰۰ | سه شنبه ساعت ۱۷:۰۰ تا ۲۱:۰۰,https://mftplus.com/lesson/4542/3Ds-Max-Beginners-to-Advanced-&-V-Ray
Programming with Python,فناوری اطلاعات و ارتباطات,البرز,مشخص نشده,یکشنبه ۳۰ فروردین ۱۴۰۵,سه شنبه ۲ تیر ۱۴۰۵,"۸۸,۰۰۰,۰۰۰","۸۸,۰۰۰,۰۰۰",یکشنبه ساعت ۱۳:۰۰ تا ۱۷:۰۰ | سه شنبه ساعت ۱۵:۰۰ تا ۱۷:۰۰,https://mftplus.com/lesson/5679/Programming-with-Python
Linux Essentials + LPIC1(101-102),فناوری اطلاعات و ارتباطات,البرز,مشخص نشده,یکشنبه ۳۰ فروردین ۱۴۰۵,یکشنبه ۱۷ خرداد ۱۴۰۵,"۸۶,۰۰۰,۰۰۰","۸۶,۰۰۰,۰۰۰",یکشنبه ساعت ۱۷:۰۰ تا ۲۱:۰۰ | سه شنبه ساعت ۱۷:۰۰ تا ۲۱:۰۰,https://mftplus.com/lesson/4595/Linux-Essentials-+-LPIC1(101-102)
Network+,فناوری اطلاعات و ارتباطات,البرز,مشخص نشده,یکشنبه ۳۰ فروردین ۱۴۰۵,سه شنبه ۲۲ اردیبهشت ۱۴۰۵,"۲۰,۰۰۰,۰۰۰","۲۰,۰۰۰,۰۰۰",یکشنبه ساعت ۱۷:۰۰ تا ۲۱:۰۰ | سه شنبه ساعت ۱۷:۰۰ تا ۲۱:۰۰,https://mftplus.com/lesson/131612129/Network+
ICDL Pack 2021,فناوری اطلاعات و ارتباطات,البرز,مشخص نشده,یکشنبه ۳۰ فروردین ۱۴۰۵,سه شنبه ۲۰ مرداد ۱۴۰۵,"۸۱,۰۰۰,۰۰۰","۸۱,۰۰۰,۰۰۰",یکشنبه ساعت ۱۳:۰۰ تا ۱۷:۰۰ | سه شنبه ساعت ۱۳:۰۰ تا ۱۷:۰۰,https://mftplus.com/lesson/5575/ICDL-Pack-2021
سخت افزار و نرم افزار کامپیوتر,فناوری اطلاعات و ارتباطات,البرز,مشخص نشده,یکشنبه ۳۰ فروردین ۱۴۰۵,سه شنبه ۲۲ اردیبهشت ۱۴۰۵,"۲۴,۰۰۰,۰۰۰","۲۴,۰۰۰,۰۰۰",یکشنبه ساعت ۱۳:۰۰ تا ۱۷:۰۰ | سه شنبه ساعت ۱۳:۰۰ تا ۱۷:۰۰,https://mftplus.com/lesson/6538/سخت-افزار-و-نرم-افزار-کامپیوتر
جامع مدیریت منابع انسانی (HRM),مدیریت و کسب و کار,میرداماد,مشخص نشده,یکشنبه ۳۰ فروردین ۱۴۰۵,یکشنبه ۱۹ مهر ۱۴۰۵,"۱۲۸,۷۰۰,۰۰۰","۱۶۱,۷۰۰,۰۰۰",یکشنبه ساعت ۱۰:۰۰ تا ۱۴:۰۰,https://mftplus.com/lesson/4924/جامع-مدیریت-منابع-انسانی-(HRM)
Wordpress Advanced,فناوری اطلاعات و ارتباطات,زعفرانیه,مشخص نشده,دوشنبه ۳۱ فروردین ۱۴۰۵,دوشنبه ۲۵ خرداد ۱۴۰۵,"۵۷,۰۰۰,۰۰۰","۷۰,۰۰۰,۰۰۰",دوشنبه ساعت ۱۷:۰۰ تا ۲۱:۰۰,https://mftplus.com/lesson/5203/Wordpress-Advanced
پریمیر,هنر و سینما,البرز,مشخص نشده,دوشنبه ۳۱ فروردین ۱۴۰۵,دوشنبه ۱۵ تیر ۱۴۰۵,"۶۶,۰۰۰,۰۰۰","۶۶,۰۰۰,۰۰۰",دوشنبه ساعت ۱۷:۰۰ تا ۲۱:۰۰,https://mftplus.com/lesson/431213156/پریمیر
مقدمه ای بر الگوریتم و برنامه نویسی,فناوری اطلاعات و ارتباطات,تهرانپارس,مشخص نشده,دوشنبه ۳۱ فروردین ۱۴۰۵,چهارشنبه ۳۰ اردیبهشت ۱۴۰۵,"۳۳,۰۰۰,۰۰۰","۳۳,۰۰۰,۰۰۰",دوشنبه ساعت ۱۷:۰۰ تا ۲۱:۰۰ | چهارشنبه ساعت ۱۷:۰۰ تا ۲۱:۰۰,https://mftplus.com/lesson/132017130/مقدمه-ای-بر-الگوریتم-و-برنامه-نویسی
SQL Server 2022 Database Development,فناوری اطلاعات و ارتباطات,بلوار کاوه(قیطریه),مشخص نشده,دوشنبه ۳۱ فروردین ۱۴۰۵,چهارشنبه ۳ تیر ۱۴۰۵,"۷۷,۰۰۰,۰۰۰","۷۷,۰۰۰,۰۰۰",دوشنبه ساعت ۱۷:۰۰ تا ۲۰:۰۰ | چهارشنبه ساعت ۱۷:۰۰ تا ۲۰:۰۰,https://mftplus.com/lesson/5316/SQL-Server-2022-Database-Development
مقدمه ای بر الگوریتم و برنامه نویسی,فناوری اطلاعات و ارتباطات,زعفرانیه,مشخص نشده,دوشنبه ۳۱ فروردین ۱۴۰۵,شنبه ۹ خرداد ۱۴۰۵,"۲۸,۰۰۰,۰۰۰","۳۳,۰۰۰,۰۰۰",شنبه ساعت ۱۷:۳۰ تا ۲۱:۰۰ | دوشنبه ساعت ۱۷:۳۰ تا ۲۱:۰۰,https://mftplus.com/lesson/132017130/مقدمه-ای-بر-الگوریتم-و-برنامه-نویسی
اتوکد دوبعدی معماری,معماری,سیدخندان,مشخص نشده,دوشنبه ۳۱ فروردین ۱۴۰۵,چهارشنبه ۳۰ اردیبهشت ۱۴۰۵,"۷۵,۰۰۰,۰۰۰","۷۵,۰۰۰,۰۰۰",شنبه ساعت ۱۷:۳۰ تا ۲۰:۳۰ | دوشنبه ساعت ۱۷:۳۰ تا ۲۰:۳۰ | چهارشنبه ساعت ۱۷:۳۰ تا ۲۰:۳۰,https://mftplus.com/lesson/391412131/اتوکد-دوبعدی-معماری
